Sentence,Sentiment
fixed acquisition price amounts approximately million additional price million maximum,0
store located poznan shopping center named pestka company added,0
total emissions reduction  thus,0
rosendal outoteccom eila paatela vice president corporate communications  email eila,0
december finnishgerman telecoms equipment maker nokia siemens networks said today contract upgrade radio network homebased telecommunications company elisa eliv,1
each year dividend deducted subscription price,0
addition contract includes modification effluent treatment plant follum,0
tiimari registered share capital shares today,0
finnish plumbing heating systems supplier uponor sales continuing business operations decreased julyseptember compared third quarter ,-1
yhoo fishy action party interested dailymail bounce retreats short means action questions move thoughts,0
ctrp breaking httpstcozjertkch,1
repurchase bonds executed open market accordance section terms conditions convertible bonds,0
siga reargument denied judge,-1
unilever profit rises despite sales slump china,1
site cover hectares,0
aapl pivot area intraday chart break could send day httpstkscojpbn,1
stole tweet really surprised took pinned around totalguru could possibly even see today aapl,1
rlnordic part raiffeisenbankinggroup austria subsidiary raiffeisenleasing gmbh austria,0
companieshoward davies appointment director delayed,0
loss taxes amounted compared loss,1
aapl parties loaded uvxy volatility back,-1
research shows access information technology limiting factors small businesses especially work heterogenous network based environment,0
comparable operating profit decreased corresponding period ,-1
return investment compared first half ,0
sampo bank market share lending first quarter ,0
bbry lets today,1
adding position,1
cargotec sales totalled billion employs approximately people,0
auto trader share price surges company floats,1
excited working maxis first commercial deployment master maya said doering head asia south region nokia siemens networks,1
pulp production finnish kemij??rvi also liquidated employees loose jobs,0
okmetic expects sales first half less ,-1
apple spokeswoman said company declined comment,0
also price projections paper packaging analyst goldman sachs said note monday,0
furthermore sales passenger cars light commercial vehicles country declined yearonyear last month,-1
shares royal alliance continued slide back month high p last month potential suitor ruled takeover,0
slid fouryear opec kept production unchanged httpstkscoaix brent,-1
update barclays chairman mcfarlane axes speed strategic change,-1
sampo group become major shareholder nordea owns trygvesta main competitor insurance,0
value firm forestry holdings increased,1
according business media reports usmanov planned transfer megafon stake statecontrolled svyazinvest exchange stake merged rostelecom,0
solutions fully arabized message want become partner choice businesses neareast region,0
pleased bjorn wahlroos accepted nomination,1
product advisory apply nokiabranded battery company said,0
endtoend delivery combines competencies services tietoenators telecom media processing network digital innovations business areas,0
long position ipscaling httpstkscosiln,1
technik still smaller gild being tender cash volatility reluctant keep many positions,1
group turnover million operating profit million,0
loss third quarter smaller loss second quarter ,1
customers include hotels restaurants well wholesalers retailers,0
construction large woodworking facility sheksna district vologda region northwest russia begin plant start production ,0
result taxes decreased nearly compared nearly mn previous accounting period,0
agreement includes entire process managing mercator supply chain regions company currently present,0
while company indicate level investment unit said purchased equipment nokia corporation mobile phone laboratory jyvaeskylae,0
sales finland rose international growth,1
mylan appoints ranjan chaudhuri global commercial lead mylans over,0
superior customer centricity expertise digital services apart competitors,1
broker repeated rating based expectations current restructuring lead clear improvement performance europe ,1
unit costs flight operations fell percent,1
contract next year,0
with agreement continue good cooperationand time release capital tied ourmachinery operation,1
finnish technology company raute corporation helsinki rutav issued tuesday september profit warning financial year ,-1
helsinki outokumpu technology said signed agreement mongolia erdenet mining corporation engineering first hydrocopper plant built erdenet mine site,1
inbev looks sabmiller investors,1
company sales totalled meur operating margin cent,0
astrazeneca inovio million cancer drug,1
full midnighttrader extendedhours trading analysis news service available realtime comtex,0
point separate company names palmberg tekmanni lemcon forssan betoni suonenjoen betonituote among others disappear,0
 almost thirds orion sales came drugs,0
incap contract manufacturing services subsidiary incap corporation finland acquiring manufacturing unit electronic tumkur near bangalore rs crore,0
square metre technology center located near university tampere central tampere,0
earnings share amounted loss eur,0
duration layoffs employee vary weeks,0
ruukki delivery volumes selling prices showed favourable development company comparable sales grew yearonyear eurm sakari tamminen said,1
apart nordea also ergo competing position among three pension funds providers estonia,0
over years color orange become synonymous quality,0
reporting period stood eur versus eur,-1
estimations indicate even different tablet computers reading devices available ,0
tesla recalling model units related faulty latch thirdrow seats fall level recall shares tsla,-1
johnson matthey revs clean drive,1
music provided major international regional labels including universal music group sony music entertainment warner music music rotana mazzika melody music platinum records leading content aggregator orchard well thousands independent labels,0
approximately vessel ordered india,0
finnair said cancellation flights would cause daily losses xac million million,0
dividend come shares shares already paid last year accounts,0
news finnish computer services company proha artv said today loss narrowed  million ,1
update sabmiller ndquarter underlying sales rise forex impacts margins,0
 profit million company paid dividend apiece,0
category marked maturity recession,0
went long thinks,1
company serves customers various industries including process resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy information technology well catering households,0
estonia agriculture minister helirvaldor seeder finland twoday visit course meet finnish counterpart sirkkaliisa anttila,0
finnish holding company panostaja said june signed letter intent acquire local lahden lampokasittely heatmasters active heat treatment metals total euro,0
companiesdiageo stays neutral india boardroom turmoil,0
sell majority stake bank bphs core bank alior bank,1
company part teleste video broadband solutions business area,0
sales surged eur teleste said eur sales came acquisitions made ,1
 february finlandbased steel maker rautaruukki rtrks ruukki said today slipped largerthanexpected pretax loss eurm fourth quarter yearearlier profit eurm,0
subsidiary responsible filter sales local assembly filters market services china,0
maximum employees work karttakeskus responsible producing geographic information services affected company added,0
happy working rapala encourage boaters anglers introduce newcomers sport said rbff president frank peterson,1
with government exempting certain stainless steel products antidumping duties finlandbased outokumpu today said look enter supply pacts indian railways soon,0
ssys retested lows should rise steadily here trading days sept itll again,1
profit taxes decreased first nine months compared year earlier,-1
this implementation important operator since launch fixedtomobile convergence service brazil brazil ,0
finnish shipping company finnlines pretax loss totalled third quarter compared profit third quarter ,-1
sales however increase ,1
after transaction mreal metsabotnia,0
citigroup nyse deutsche bank nyse pohjola bank lead managers sale,0
finland sampo bank part danske bank group staff administrative support functions,0
following issue number shares swedish company grow,0
market share percent according nielsen data,0
naturalgas settles year httpstkscodqx,-1
company profit amounted ,1
financial details disclosed,0
profit share,1
aldata solution bertrand sciard president further information aldata solution bertrand sciard president aldata retailwholesale aldata business dedicated retail wholesale business improvement,0
juhani j??rvi corporate executive vice president kesko says russian food retail sector fragmented,0
finnish shipping company finnlines grimaldi group reports sales decreased januaryjune  corresponding period ,-1
ebit margin,1
 etteplan reported turnover eur,0
according atria president matti tikkakoski company swedish operations significantly improved first quarter,1
company profit totaled  yearonyear,0
company hoped plant would stream ,0
previously company guided ebit sales growth respectively year,1
fair value company investment properties went eur september eur year earlier,0
ibio premarket ready lift,1
nord norway likely nordic buyer citadele nordea would good strategic according document published pietiek,0
stakeholders comptel involved workshops meetings filed comments issues greatest importance competitive sector industry,0
guess want look sell orders,-1
ahlstrom corporation stock exchange announcement ahlstrom corporation publish first quarter financial results friday april approximately finnish time,0
company plant russia continue make tyres near markets plant nokia finland manufacture tyres markets,0
they responsible operations customer relationships development,0
publishing sweden operating loss compared profit year,0
devices would launched chinese market late company said,0
sales power plants business million ,0
national sponsors read include national endowment arts cooperation institute museum library services arts midwest,0
amzn conviction keeping watch resistance,1
planned facility estimated cost around million would largest biodiesel plant world palm certified roundtable sustainable palm rspo,1
during past years factory produced many nokia popular models including nokia nokia well nokia latest music device nokia express music,0
center offers comprehensive range device design services spanning electronics mechanics software design full range testing laboratory services,0
goodwin face scottish prosecution,1
reported operating margin negative,0
mformation provides enhanced management applications enabling configuration control throughout lifecycle,0
teliasonera tlsn said offer line strategy increase ownership core business holdings would strengthen eesti telekom offering customers,1
report profiles companies including many niche players worldwide black decker corporation fiskars corporation fiskars brands husqvarna outdoor products group ryobi technologies scotts miraclegro company group,0
decision sale issued existing treasury shares global made,0
after split number shares number shares,0
notable gainers among liquid option names morning include,1
locked puts nice gain,-1
baltic countries development operations reorganisation continued nonrecurring items related takeover process lowered earnings,0
equipment made vaahto plant hollola finland delivery scheduled first quarter ,0
according gallup food farm facts beef consumption totaled mn kilos finland ,0
profit taxes million,0
passenger volumes rose accounting period,1
finland finnish pharmaceutical company orion corporation helsinki ornav said wednesday january concluded personnel negotiations finland reduce number personnel,-1
taking playbook east dillon lions created special team heavyhitting style players bootcut jeans tummy tops course cowboy boots,0
 starting show relative strength signs potential daily,1
appeal concerning project lodged czech ministry environment,0
energy still failing close continues stand weak,-1
according latvian business register uponor latvia closed  turnover ,-1
aapl test high today probably beyond hours,1
sbux downgraded neutral deutsche bank price target reduced,-1
finnish publisher alma media alnv said wednesday decided extend eur usd apiece mandatory tender offer media group talentum ttmv started august november,0
rost ross stores upgraded outperform capital markets httpstkscojqt,1
finnish food workers union plans hasten collective bargaining twoday strike would begin april finland,0
customers include local companies kiilto toptronics normark suomi pellonpaja mansner,0
whos ever pushing crazy ready suspended dividend turning growth stock blow earnings major buyback,0
bulls lucky enuff upside fill better take wouldnt chase here httpstkscorus,0
these moderate significant changes resulted significant reduction estimated risk,1
sales midstrength beer decreased,-1
fsecure online backup automatically protects content stored computer smartphone making copy content online location,0
dealers said share largely investor disappointment refining margin barrel quarter performance shipping unit ebit drop year amid fall volumes tanker rates,0
longstanding partnership commitment enable parties develop respective operations shipping also opportunity update fleet improve efficiency,1
nokia bought chicagobased navteq acquiring maps database compete google maps well navigation device companies tomtom garmin,1
elektrobit renewed infrastructure contract services provider fujitsu services patja service,1
commission said hydrogen peroxide market worth million euros ,0
update easyjet passenger numbers lingus traffic february,1
operating profit month period decreased eur sales increased eur compared ,-1
facades riga march finnish construction company ytyv said today build frame facades tower construction project riga,0
bunzl lifts dividend again acquisitions continue boost profits,1
nordea chairman board hans dalborg informed nomination committee reelection annual general meeting ,0
belarus lidskoe pivo brewery based grodno region reported decrease output million decaliters januarymarch representative administration company told,-1
astx daily technical indicators bullish breakout watch httpstkscoeovw,1
contract allotted lowest price criteria,0
high court finland fined seven local asphalt companies lion million operating cartel,0
sales expected increase year however,1
contracts employees bluecollar workers ended march august ,0
capacity utilisation rate steel production considerably increases fixed costs unit steel produced,-1
operating profit decreased nearly however,0
finnish cargotec kalmar received significant order department defense,1
brcm raises revenue forecast,1
spokesperson told expect clothing home decor,0
nokia calling innovators africa competition specifically launched enable developers create locally relevant bestofbreed mobile applications,1
sales surged million,1
authorisation force next annual general meeting repeals authorisation acquire shares given general meeting held april ,0
value order ,0
order includes crecent former headbox reel,0
combined value planned investments mn,0
following information released comptel tomorrow chairman federal communications commission scheduled deliver national broadband plan congress,0
operating profit operations finland period review totaled remaining level,0
ingen established medical device manufacturer emerging medical product line respiratory market worth estimated billion billion globally,0
operating loss totaled compared profit,0
kingfisher share price slides cost implement strategy,-1
profit taxes decreased year,-1
 time investment fully leased several tenants,0
company owned state finland european aeronautic defense space company eads tekla international software company provides solutions building construction energy distribution municipalities,0
data processing unit collects data calculates values provides data users various interfaces,0
addition russia seek additional growth ukraine,1
increase sales least fifth ,1
rohwedder group automotive supplies telecommunications electronics industry provider customers europe north america asia,0
according ruokatalo almost meat used company comes finland,0
number bodily injury cases quadrupled ,0
finland snow storms brought trees power lines cutting electricity households,0
acquisition price disclosed,0
scanfil also issued profit warning,0
company intends launch housing development acquired land plots construct square metres housing annum ,0
seppala transferred sale greater extent last year february reflected january sales figures,0
inbev offer sabmiller deadline looms,1
stora enso target holmen target,0
condition deal savcor alfa bought photonium akseli lahtinen business operations prior deal,0
dont hang bull next week higher hope back feds meeting,1
consolidated operating profit continuing operations decreased ,-1
transaction doubles tecnomens workforse adds fourth sales,1
warmly welcome satama states jussi lansio chairman board,1
webmarela application handles invitations quote quote comparisons agreements purchases invoice inspections inventory management deliveries,0
cargotec brands hiab kalmar macgregor global market leaders fields solutions used land wherever cargo move,0
l??nnen tehtaat food division reorganised strategic business units apetit frozen foods jams apetit fish,0
twtr thing move takeover rumor sold next,-1
wellknown brands include fitness equipment maker precor based ball sports equipment maker wilson,0
sales went yearonyear million affected business acquisitions realized previous financial period effect million review period,1
result company decided implement fixedterm temporary layoffs,-1
those uncertainties cloud longterm outlook,-1
elcoteq expects sales last quarter level third quarter,0
company annual loss amounted mn compared profit ,-1
mill concentrating getting supercalendered line running satisfactorily restarting older newsprint line,0
kone listed nordic exchange helsinki,0
finnish fibrebased materials maker ahlstrom corp ahlv said today decided close spunlace composite production line number chirnside plant march ,0
subjectmatter invention furthermore cyclone separating partly molten particles,0
rautaruukki said construction group awarded contract supply steel structures bridge spanning kemijoki river northern finland,1
long tsla short mbly httpstcojspuszona,1
also technopolis plans build million euro technology park special economic zone neudorf petersburg petersburg government said february,0
lassila tikanoja operating profit excluding nonrecurring imputed items second quarter eur eur year,-1
technology become available businesses fourth quarter nokia said,0
london open taylor wimpey ashtead drive markets higher barclays falls,1
bullish engulfing coca cola httpstkscofyco,1
upon completion transactions metso stake amount,0
mika stahlberg fsecure labs said excited proud fsecure recognized avcomparatives product year,1
madison prnewswire fiskars announces united states patent trademark office granted trademark registration color orange iconic scissor handles,1
both companies existing investment plans coordinated,0
component tesla announced recalling model suvs tsla,-1
finnish messaging solutions developer tecnomen corporation helsinki temv said thursday december received expansion order convergent charging solution latin america,1
operating profit improved eur,1
parties therefore agreed leave avena deal,0
company also supplied power generating equipment number projects papua guinea including engines wartsila type lihir gold,0
addition fireplace exports demand lining stone exceeded level earlier part year continue clearly brisker remainder year,1
companies thetrainlinecom announces arrival london,1
pharmaceuticals italy this brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market italy,0
swedbank shares hardest swedish banks ongoing international financial crisis,0
growth strongest fsecure operator isps mobile operators cable operators business,1
samsung currently occupies third place lost ground quarter dropping share overall,-1
second quarter group profit rose million million apriljune ,1
travel expenses would reimbursed accordance travel policy company,0
august finnish measuring equipment maker vaisala vaias said today loss widened eur first half eur corresponding period year earlier,0
supreme court upholds million jury award against exxonmobil,-1
price kesko share euro recognize gain euro disposal included result second quarter ,1
purchase mn ,0
purpose action ensure company cost effectiveness year near future,1
food trade sales amounted eur decline,0
long pcln,1
purchase mp snapper nothing else,0
upon completion deal panostaja establish business area within group focus heat treatment metals,0
diageo sells ryder venue gleneagles hotel ennismore group,1
master business administration,0
joemccann correleation dollar index simply amazing finds support retreats like clockwork,-1
profit taxes totaled,0
operating loss totalled compared profit second quarter ,-1
finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports sales totalled first half first half ,-1
whitbread buys stake pure food chain,1
separating side businesses able faster expand develop tapro retail network,1
sudden optimism iphone sales expected gives apple aapl lift httpstcooktcwyib,1
company previous estimate lower revenue yearago million,-1
operating loss totalled compared profit first half ,-1
according scanfil demand telecommunications network products fluctuated significantly third quarter situation expected remain unstable rest year,-1
stock profit warning finnish rival rautaruukki rtrks,-1
sales finnish sanoma learning literature finnish media group sanoma decreased januaryjune totalling  corresponding period ,-1
arto ryymin born replace juhani kaisanlahti worked acting healthcare welfare since august ,0
megaas aapl mcdonalds growing success years bigmac apple update improbe iphone ipad,1
acquisition considerably increase kemira sales market position russian metal industry coatings market,1
remote radio head module available power frequency bands,0
finnish forest machinery manufacturer ponsse sales grew first quarter corresponding period ,1
lowering prices competitors shows real estate market stabilised returned balance apartments acquiring fair price eyes clients,1
satama profit third quarter rose euro  euro period ,1
natural source isoprene tree species hevea brasiliensis also known rubber tree,0
according finnair technical services measure employment situation,0
this would huge process,0
gpro since morning,-1
london shares rautaruukki corp upgraded hold sell amro price target raised said dealers,1
employees move ixonos existing status benefits,0
raffles equities became substantial holder archer exploration january million shares,0
finnish bank ??land reports operating profit fell third quarter third quarter ,0
baird upgrades tesla motors tsla outperform httpstcofaatoqlw,1
raute said order worth around supply several plywood production lines mills operated russian wood products company sveza group,1
metso said sold spreader roll manufacturing business related assets town nokia southern finland group finnish investors operate business name finbow,0
combined value orders mn,0
tekla group sales approximately million euros operating result million euros,0
tulonen chief technology officer sysopen digia says using corporate phonebook inside sysopen digia extensively since last fall satisfied results,1
earnings share decreased eur eur ,-1
july market segments updated according average price ,0
reczakaria monday bulls stock ticker michael james other picks sbux,1
group aims increase sales comparable operating profit ,1
paper mill central maine town madison soon owner,0
efore results last quarter showed even faster improvement company managed better source components,1
company designs manufactures markets highquality clothing interior decoration textiles bags accessories,0
established initiative institutional investors however annually published results also interest increasing number customers interest groups reporting companies,0
accordance strategy strengthened local presence establishing representative office south africa october,1
casinos bell wynn wynn unusual comibinations whats running whats bell,-1
quarter came year ahead forecast,1
accordance terms conditions alma media option program share subscription price a option rights share book countervalue share,0
company make marketing sales investments initiated even efficient ,1
ebit totalled compared loss corresponding period ,1
orion profit third quarter decreased euro euro year earlier,-1
basware connectivity services allow companies handle purchase processes online make internal processes efficient said ilkka sihvo basware corporation,1
time profit company increased reached ,1
operating profit totalled loss second quarter ,1
stockoptionexpert trader added april contracts days httpstkscocols,-1
sysopen digia press release february finland rewarded distinguished partner companies ,1
gakrum nice chart shows distinctive channel bottom,-1
share subscription period expire september ,0
enbca headshoulders bullish reversal setup breakout pipleline stock,1
severn trent share price rises first half profit inches customer,1
name company holdings acquired citycon,0
aldata solution thomas hoyer more information aldata solution thomas hoyer aldata brief aldata solution global leaders supply chain software retail wholesale logistics companies,0
easyjet leads britains ftse lower global bond rout resumes,-1
fiskars yearold global business best known orangehandled scissors expects derive synergies eur million year consolidating certain parts housewares division compete,1
every partner allowed quantity electricity corresponding share consortium production cost letter intent said,0
board established remuneration committee following members sari baldauf chairman tapio hintikka heikki westerlund addition board decided appoint nomination committee later stage,0
method utilises waterborne ultra products giving protection wooden surfaces industrial painting process whereby layers coat applied exterior wooden panels boards without separate primer,0
agreement provide switch double converter capacity whilst opening manufacturing locations china,1
pirkka beer olvi brewery iisalmi moving day hour work shifts,0
koskull oversee unit nordea brings together corporate merchant banking financial institutions capital markets products divisions,0
thanks multiplying effect wagon performance transport much efficient says development manager juha malkia cargo,1
according notice skandinaviska enskilda banken publ helsinki branch august divested total alma media shares ilkkayhtyma kaleva kustannus conditions agreement made companies july fulfilled,0
line fully underground comprise stations executed implementation stages,0
finnish supplier bssoss telecom operators tecnotree received expansion orders worth total convergent charging next generation messaging solutions latin america company announced without specifying operators placed orders,1
 finnish electrical components maker salcomp salv said today turned profit eur first quarter versus loss eurm corresponding period last year,1
second variant offers complete final finishing selected apartment foreign high quality materials finland denmark germany france,0
profit period xac million,0
breaking week highs timing looks great baby post irdm ewbc phys ulta vnet httpstcokjzuzmu,1
repurchases shall decrease distributable capital reserves,0
move bottom still bear market datasecurity sndk httpstcovkydwpxesn,-1
organization member russian auto sector union mpra become active since tikkurila acquired russian paint company kraski teks ,0
shares entitle holders dividends fiscal ,0
ebitda year improved eurm compared eurm ,1
finnish talentum reports operating profit increased  sales totaled ,1
both operating profit turnover threemonth period increased respectively eur eur compared corresponding period ,1
bridge long located anasmotet road traffic junction marieholm road,0
finnish electronics manufacturer group helsinki pkcv said wednesday december completed acquisition nutzfahrzeuge cable harness business star trucks buses spolka poland,1
veidekke headquartered oslo norway scandinavian construction property development group employees norway sweden denmark annual turnover nok,0
members partners mostly apparent increased efficiency results service observes perttu puro tradeka,1
protalix developing genetically engineered proteins plant cells,0
decisions made quickly possible,0
verizon accused hurting rivals,-1
 arcelormittal lost euronext paris coming lead bluechip fallers,0
cooperation airbaltic expected lead transfer finncomm ownership airbaltic time,0
loaded yesterdaylooking good still think upside downside,1
lemminkainen group headquartered helsinki finland operates sectors construction industry civil engineering building contracting technical building services building materials industry,0
power supplies power systems inverters designed manufactured efore systems incorporating used many different applications,0
pertti ervi independent company major shareholders,0
parallel teliasonera decided conduct compulsory acquisition,0
frequency york last year explains fall said,0
ashley deputy executive chairman sports direct sold pc stake company pounds m time float,0
exel composites longterm growth prospects remain favourable however,1
combining existing solutions single platform comptel said reduced cost deployment,1
company said sales three months march slid eur eur last year,-1
total scope project square metres valued total around eurm,0
interest income increased ,1
helsinki konecranes said raised stake holdings owner usbased morris materials handling,1
above bring outdoors birchbranch coasters,0
consolidated operating profit continuing operations decreased ,0
contract value amounts million,0
acquisition kaupthing sverige bring significant positive nonrecurring addition group performance,1
renesas mobile europe approximately employees oulu,0
group profit taxes million,0
permanent magnet generators power converters today preferred solution wind turbine designs company said,0
finnish rautaruukki awarded contract supply install steel superstructures partihallsf??rbindelsen bridge gothenburg sweden,1
fair value capman investments september amounted meur,0
update barclays expects gain after settling with lehman bros trustee,1
petersburg primetass finnish tire producer nokian tyres plans invest million euros expansion tire plant city vsevolozhsk russia leningrad region company president gran told reporters thursday,1
nokia also noted average selling price handsets declined period though mobile phone profit margin rose percent percent yearago quarter,1
worlds largest agency reports strong growth,1
cash flow investments amounted eurm eurm,0
scanfil global contract manufacturer systems supplier communication industrial electronics,0
fingerfriendly opinion really fast,0
board directors proposed extraordinary general meeting authorise board decide issuance maximum mn shares share issues,0
eur august finnish media group ilkkayhtyma ilks said today profit fell year eur first half ,-1
according sweden minister local government financial markets mats odell decision sell state shares telecom group teliasonera carried cooperation state finland,0
mobile phone shipments jumped percent almost million units finnish company global market share rose percent percent,1
could pride social media gettin ready fall chart rolling over,-1
according viking line managing director nilserik eklund company board directors satisfied viking line performance,1
finnair believes strike cause daily losses excess canceled reservations passenger rerouting,-1
contract covers turnkey deliveries five airports operated authority john kennedy laguardia newark teterboro stewart international,0
total jobs reduced raahe steel works,0
release peab said businesses continue conducted brands cliffton stockholm entreprenad part peab group,0
april finnish construction engineering company outotec otev said today slipped loss eur first quarter profit eur corresponding period last year,0
stora enso norske skog mreal upmkymmene credit suisse first boston cfsb raised fair value shares four largest nordic forestry groups,1
valmet automotive reports sales mn operating profit,0
profit period ,1
sweden oversupply pharmacies,-1
firm builds components mobile phones communications products,0
capacity ease seikku sawmill pori alholma sawmill pietarsaari result people laid around weeks starting midmay said,-1
exel board directors propose dividend euro share annual general meeting april ,0
announced solutions unit speed cooperation august shifted simonson finance chief lowend phones october,0
revenue quarter totaled billion percent billion fourth quarter ,0
sweden oversupply pharmacies,0
rollsroyce ensure compliance after petrobras bribery report,0
japans nikkei lands financial times billion deal,1
manager critical politicians failure differentiate beleaguered european financial institutions skandinavian banks sailed crisis without issues,0
plant would palm certified roundtable sustainable palm rspo,0
depends financing,0
finnish publishing printing group ilkkayhtym?? introduced staff smoking beginning company three newspapers,0
these savings full impact beginning ,0
ship unloader totally enclosed along entire conveying line storage facilities,0
rapala estimates sales increase assuming exchange rates,1
both operating profit sales sixmonth period increased respectively eur eur compared corresponding period ,1
jukka hienonen current finnair step january ,0
price talk euribor plus area sole lead citigroup,0
properties purchased swedish private equity real estate firm niam goldman sachs whitehall street real estate funds,0
fast daily sales slowing again pretty timely coincident indicator httpstcombkhbkzk,-1
result russia import restrictions finnish dairy companies canceled august ,1
analysts surveyed thomson financial expected revenue million quarter,0
total number shares company innofactor group innofactor offers customers comprehensive solutions microsoft environment,0
know exists artemyev said,0
long endp rumor,1
kesko pursues strategy healthy focused growth concentrating sales services consumercustomers,1
timberrrr tsla httpstcomrbgfdhhva,-1
return capital employed rose percentage points,1
periodend cash cash equivalents totaled eur compared eur previous year,-1
grew,1
cash flow operations expected remain positive,1
news finnish powersupply solutions provider efore efov announced today launch opus latest power system opus product line,1
looking continuation volume increase httpstkscocsr,1
uponor improved performance spite decrease residential construction,1
these include software development internet mobile telephone content communications valueadded software financial services security applications systems integration electronics,0
nokia shares euros friday percent start year part slow introduction touchscreen models,0
focus improving profitability next year streamlining operations,1
time delighted fact able accomplish organization team members,1
server responsible managing devices user accounts desktop client application enables remote access mobile phones,0
earnings share eur loss eur,1
company transportation business conducted florida rock tank lines southeastern transportation company concentrating hauling motor carrier liquid bulk commodities,0
ipad application joins iphone part monster range mobile applications hunting,0
currently global fortune companies using security solutions,0
february finnish media company sanoma saav said yesterday profit almost tripled eur eur announced proposal raised payout,1
aberdeen posts outflows says conditions remain challenging,-1
aapl downgrade bias this stock,1
dnkn loco inside week triggers httpstkscohvv httpstkscorebn,1
ugaz will cold dent massive horizontal production knows httpstkscopvp,-1
recent interview financial times sampo board chairman bjorn wahlroos said certainly sale price billion confirming earlier statements,0
technopolis approximately customer companies jyvaskyla,0
real estate company posted loss xa million xa share compared profit xa million xa share corresponding quarter ,0
bbcn bancorp wilshire bancorp deal,1
cramo slipped pretax loss million pretax profit million,0
stora enso shares rose upmkymmene also dragged higher rising mreal added,1
finnish lifting equipment maker kone said october order worth euro deliver total custom designed elevators norwegian shipbuilder aker yards,1
news finnish construction company lemminkainen lems said today profit decreased million million ,0
report emailed within business days order,0
metso said order worth around supply kraftliner board machine china paper,1
news finnish management software solutions provider ixonos xnsv said today profit rose million million ,1
bullya pollux kors calls going blessing daughters tuition,1
tekla structures product needed made recycled material,0
company reports loss period compared loss corresponding period ,1
elsewhere tendency towards developed packaging,0
according seikku retail sector finland controlled large actors food manufacturers still relatively small,0
royal mail share price edges lower group raises stamp price,-1
however brokers ratings stock differ,0
group ebit first half eur falling short eur posted period ,-1
company anticipates turnover whole surpass previous year million,1
finnish financial software solutions developer basware said profit fell euro first quarter euro year earlier,-1
stonegate product family designed provide full benefits unified management system including shared logging reporting auditing,0
cash flow operations totalled compared negative corresponding period ,1
teliasonera said million invested next year region bring mobile coverage nepal population,1
however increases signaling traffic wastes network resources allows fewer smartphones connect,-1
after transaction tikkurila powder coatings related operations,0
business area sales slightly ,0
repayment million debenture bonds related company previous announcement october collect irrevocable selling commitments holders subordinated debenture bonds,0
tecnotree convergent charging solution includes functionality prepaid postpaid billing charging rating voice calls video calls data traffic mobile fixed networks,0
adpnews finlandbased steel maker rautaruukki ruukki rtrks said today slipped loss million first half profit,0
group expand chain include stores,1
sales tiimari business went million gallerix stores growth million,0
supported nokia phones include ngb nn eei touch xpress  classic navigator classic navigator  xm,0
arvo vuorenmaa loviisa plant general manager said application licence standard procedure quite confident approval granted,1
layoffs affect people total okmetic employees finland,0
finnish mreal kyro mill starting negotiations staff,-1
according swedish authorities traces toxic osmium tetroxide found coast per??meri northernmost part gulf bothnia,0
among industrial stocks metso added wartsila rautaruukki lower ,0
terms disclosed,0
expanded agreement covers sale marketing distribution benefon navigation locator devices china,0
raute reported loss share eur first half eur corresponding period ,-1
salcomp finnish maker mobile phone chargers monday posted eur million loss second quarter compared million profit period previous year,-1
astrazeneca chases acerta secure next cancer drug winner,1
company reportedly searching replacement ollipekka kallasvuo,0
kaupthing bank publish annual results markets open thursday january,0
city welcomes dart members dallascity welcomes members dart merge city,0
november finnish sportsequipment maker amer sports ameas said today obtained eurm schuldschein note loan pool international investors,0
held recent double bottom point almost penny today httpchartlynospq,1
contract signed august papua guineabased lihir gold,1
warren buffett defends berkshire hathaways conglomerate structure,1
company issue inaugural eurobond deal near future subject market conditions,0
passenger ferry dimensions length overall length perpendiculars breadth design draught,0
rapala aims move distribution unit ragot loudeac bretagne distribution unit waterqueen fishing line supplier tortue saint marcel central france morvillars,0
project coalfired power plant located south hanoi company said,0
glaston glass processing unit tamglass glass processing manufacturer high quality safety glass products operates finland,0
deal strengthens ramirent position especially industrial sector large investment projects,1
mall part baltic pearl development project city petersburg baltic pearl cjsc subsidiary shanghai foreign joint investment company developing homes people,0
company said previously delivered custom solution electronics making commercially available mobile terminal vendors well wireless operators,0
lemminkainen infra subsidiary lemminkainen sverige perform construction work expected start early completed summer ,0
october finnish paints coatings company tikkurila tikv announced today launch tikkurila prohouse method protection wooden surfaces treatment ultra waterborne products,0
payment shares shall effected subscription,0
stuff will looking shares high breakout,1
april finnish forest machinery equipment maker ponsse ponv said today expects swing profit eur first quarter eur loss year earlier,1
finnish construction company said november euro contract construct office building local property company tapiola real estate,1
result cancellation maximum increase citycon share capital basis convertible bonds decreased ,0
paper metso long prosperous cooperation good example changshu hongmei kraftliner machines delivered earlier,1
september alone market declined percent yearonyear million liters,0
news bank america bofa downgraded today ratings swedishfinnish paper maker stora enso sterv finnish sector player upmkymmene upmv underperf,-1
thus group balance sheet million goodwill company added,0
sanoma magazines sales estimated grow ,1
kone shares dropped percent xac helsinki,0
finnish larox signed contract talvivaara project delivery filters talvivaara nickel mine sotkamo finland,1
cash operating activities negative compared ,-1
 helsinki helsinki lower turnover,-1
example sales increased first quarter ebitda increased negative first quarter ,1
acando acanb fell percent kronor lowest close since,0
